	col_val	source	views	registration	conversion
Submit a short story based on one of 5 weekly prompts. Winners get $50 and will feature on our app! Sign up to get this week's prompts.		popup_description	21854.0	455.0	2.0819987187700195
bookly Book Editor Foxtrot (Format)		popup_name	6104.0	126.0	2.064220183486239
"
The Ultimate FREE Book-Formatting App"		popup_header	6104.0	126.0	2.064220183486239
"
Try bookly's Book Editor: the free formatting app used by thousands of authors every day."		popup_description	6104.0	126.0	2.064220183486239
https://blog.bookly.com/author-websites/		blog_post_url	7847.0	161.0	2.0517395182872438
https://blog.bookly.com/largest-book-publishers/		blog_post_url	36323.0	742.0	2.0427828097899403
Romance Book Title Generator • The Ultimate Bank of 10,000 Titles		popup_title	53858.0	1099.0	2.040551078762672
https://blog.bookly.com/pen-name-generator//		blog_post_url	23716.0	483.0	2.036599763872491
https://blog.bookly.com/book-title-generator/romance/		blog_post_url	54040.0	1099.0	2.033678756476684
https://blog.bookly.com/character-name-generator/archetype/sidekick/		blog_post_url	1736.0	35.0	2.0161290322580645
Sidekick Name Generator • The ULTIMATE Bank of 50,000+ Names		popup_title	1736.0	35.0	2.0161290322580645
https://blog.bookly.com/independent-publishers/		blog_post_url	2793.0	56.0	2.0050125313283207
https://blog.bookly.com/how-to-self-publish-a-book/		blog_post_url	16527.0	329.0	1.9906819144430326
"[""B"",""2019-08-23"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	8456.0	168.0	1.9867549668874174
Free course: Book Design 101		popup_header	33502.0	665.0	1.9849561220225658
"
Learn the fundamentals of book design, from creating beautiful covers to formatting and typesetting professional-grade interiors. Get started now."		popup_description	33502.0	665.0	1.9849561220225658
Learning | Design 101 | 2020-03		popup_name	33523.0	665.0	1.9837126748799332
Fantasy Book Title Generator • The Ultimate Bank of 10,000 Titles		popup_title	45857.0	903.0	1.9691650129751184
https://blog.bookly.com/book-title-generator/fantasy/		blog_post_url	45997.0	903.0	1.963171511185512
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2019/11/prompts_contest-300x158.jpg		popup_image_url	31409.0	616.0	1.9612213059950971
13 Author Websites That Get It Right		popup_title	8232.0	161.0	1.9557823129251701
How to Self-Publish a Book in 2020: 7 Steps to Bestselling Success		popup_title	16926.0	329.0	1.943755169561621
"[""A"",""2020-03-24"",""""]"		popup_version|start_date|popup_category	1085.0	21.0	1.935483870967742
Best Mystery Writing Prompts of 2020		popup_title	2191.0	42.0	1.9169329073482428
"[""A"",""2020-03-27"",""Book Design""]"		popup_version|start_date|popup_category	2926.0	56.0	1.9138755980861244
Mystery Book Title Generator • The Ultimate Bank of 10,000 Titles		popup_title	18655.0	357.0	1.9136960600375235
Marketplace Illustrations Alpha (Photo 3)		popup_name	1099.0	21.0	1.910828025477707
"
Bring your story to life with AMAZING illustrations"		popup_header	1099.0	21.0	1.910828025477707
"
The best freelance book illustrators are here on bookly. Sign up for a FREE account and meet them today."		popup_description	1099.0	21.0	1.910828025477707
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2019/10/Cover-Design-Marketplace-Young-300x200.jpg		popup_image_url	1099.0	21.0	1.910828025477707
https://blog.bookly.com/book-title-generator/mystery/		blog_post_url	18718.0	357.0	1.9072550486163051
"[""A"",""2020-02-27"",""Book Design, Book Marketing, Perfecting your Craft, Understanding Publishing""]"		popup_version|start_date|popup_category	1106.0	21.0	1.89873417721519
Free Course: Using the 3-Act Structure		popup_header	9590.0	182.0	1.897810218978102
Book Launch Checklist 2		popup_name	4795.0	91.0	1.897810218978102
"
Download: Free Book Launch Checklist"		popup_header	4795.0	91.0	1.897810218978102
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/02/the-book-launch-300x175.jpg		popup_image_url	4795.0	91.0	1.897810218978102
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/RBE_laptop1-300x200.jpg		popup_image_url	59556.0	1127.0	1.8923366243535495
Learning Story Structure		popup_name	9632.0	182.0	1.88953488372093
The Best Book Review Blogs in 2020 • How to Get Your Book Reviewed		popup_title	5950.0	112.0	1.8823529411764703
"[""A"",""2020-05-05"",""Understanding Publishing""]"		popup_version|start_date|popup_category	32865.0	616.0	1.8743343982960599
bookly Book Editor Foxtrot		popup_name	37478.0	700.0	1.867762420620097
"
Make publishers take notice. Use this simple template and take the guesswork out of crafting a book proposal that sells."		popup_description	17626.0	329.0	1.8665607625099285
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/Narative-ARc-300x157.jpg		popup_image_url	9793.0	182.0	1.858470335954253
Upgrade | Proposal Template | 2020-03		popup_name	17710.0	329.0	1.8577075098814229
https://blog.bookly.com/punctuating-dialogue/		blog_post_url	2261.0	42.0	1.8575851393188854
Pen Name Generator • The Ultimate Bank of 1,000,000+ Pseudonyms		popup_title	27209.0	504.0	1.852328273732956
"[""A"",""2019-08-23"",""Book Marketing, Perfecting your Craft""]"		popup_version|start_date|popup_category	3794.0	70.0	1.8450184501845017
"[""B"","""",""Book Design""]"		popup_version|start_date|popup_category	3052.0	56.0	1.834862385321101
https://blog.bookly.com/hemingway-app-review/		blog_post_url	2296.0	42.0	1.8292682926829267
How to Punctuate Dialogue: 12 Must-Know Rules for Writers		popup_title	2296.0	42.0	1.8292682926829267
https://blog.bookly.com/how-to-write-a-thriller/		blog_post_url	6895.0	126.0	1.8274111675126905
https://blog.bookly.com/writing-exercises/		blog_post_url	4228.0	77.0	1.8211920529801324
Prompts | Contest | 2020-04		popup_name	5789.0	105.0	1.8137847642079807
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/04/writing-contest-300x158.jpg		popup_image_url	5789.0	105.0	1.8137847642079807
"[""A"",""2019-12-13"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	5019.0	91.0	1.813110181311018
"[""B"",""2020-05-01"",""Perfecting your Craft, Understanding Publishing""]"		popup_version|start_date|popup_category	5040.0	91.0	1.8055555555555554
Free Character Development Template		popup_header	18046.0	322.0	1.7843289371605897
150+ Powerful Character Mannerisms to Define Your Characters		popup_title	8260.0	147.0	1.7796610169491527
https://blog.bookly.com/characters-mannerisms/		blog_post_url	8281.0	147.0	1.7751479289940828
https://blog.bookly.com/kdp-select/		blog_post_url	5922.0	105.0	1.773049645390071
READ THIS Before You Enroll in KDP Select!		popup_title	5943.0	105.0	1.76678445229682
https://blog.bookly.com/how-to-write-a-childrens-book/		blog_post_url	8372.0	147.0	1.7558528428093645
Free Download: Writing Submissions Checklist		popup_header	1197.0	21.0	1.7543859649122806
Submitting to contests or literary magazines? This is one resource you can&#39;t do without.		popup_description	1197.0	21.0	1.7543859649122806
https://blog-cdn.bookly.com/directories/admin/modal/19/medium_9733164def96136aebd4f53a27a6fcf9.jpg		popup_image_url	1197.0	21.0	1.7543859649122806
https://blog.bookly.com/write-blurb-novel/		blog_post_url	9191.0	161.0	1.7517136329017517
https://blog.bookly.com/choosing-ghostwriter-step-by-step/		blog_post_url	2401.0	42.0	1.749271137026239
"[""B"",""2020-05-05"",""Book Design""]"		popup_version|start_date|popup_category	20503.0	357.0	1.7412086036189827
How to Write a Children's Book in 7 Surprisingly Simple Steps		popup_title	8449.0	147.0	1.739850869925435
"[""A"",""2020-04-15"",""Perfecting your Craft, Understanding Publishing""]"		popup_version|start_date|popup_category	2415.0	42.0	1.7391304347826086
How to Write a Book Blurb that Sells (with Examples)		popup_title	9268.0	161.0	1.7371601208459215
https://blog.bookly.com/how-to-get-your-book-published/		blog_post_url	10535.0	182.0	1.7275747508305648
Enroll on this free 10-day publishing course.		popup_description	52136.0	896.0	1.7185821697099892
Query Letter Checklist 3 (New Style)		popup_name	11424.0	196.0	1.715686274509804
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/02/Checklists-4-300x157.jpg		popup_image_url	11424.0	196.0	1.715686274509804
Marketplace Marketing Echo		popup_name	1225.0	21.0	1.7142857142857144
Hit #1 in your Amazon category		popup_header	1225.0	21.0	1.7142857142857144
"
Let bookly’s book marketers help you conquer your category and teach you the secrets of Amazon's algorithms."		popup_description	1225.0	21.0	1.7142857142857144
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2019/05/Start-writing-your-book-300x157.jpg		popup_image_url	1225.0	21.0	1.7142857142857144
"[""B"",""2020-02-17"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	22484.0	385.0	1.7123287671232876
https://blog.bookly.com/creative-writing-prompts/		blog_post_url	64225.0	1099.0	1.7111716621253406
https://blog.bookly.com/how-to-publish-a-childrens-book/		blog_post_url	27447.0	469.0	1.7087477684264218
"[""B"",""2019-08-23"",""Book Marketing, Perfecting your Craft""]"		popup_version|start_date|popup_category	4102.0	70.0	1.7064846416382253
"
Download The Book Launch Checklist"		popup_header	7798.0	133.0	1.7055655296229804
"
Enter your email address and download the complete Book Launch Checklist for free."		popup_description	7798.0	133.0	1.7055655296229804
"[""A"",""2020-03-24"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	1232.0	21.0	1.7045454545454544
How to Get a Book Published: Your Guide to Success in 2020		popup_title	10682.0	182.0	1.7038007863695939
Book Launch Checklist		popup_name	7819.0	133.0	1.7009847806624887
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/modal-book-launch-300x163.jpg		popup_image_url	7819.0	133.0	1.7009847806624887
How to Hire a Ghostwriter You Actually Trust in 9 Simple Steps		popup_title	2471.0	42.0	1.69971671388102
https://blog.bookly.com/how-to-write-a-poem/		blog_post_url	2478.0	42.0	1.694915254237288
"
The Ultimate FREE Writing App"		popup_header	34426.0	581.0	1.6876779178527856
"
Try the bookly Book Editor: the free writing app used by thousands of authors every day."		popup_description	34426.0	581.0	1.6876779178527856
How to Write a Poem in 8 Steps (with Tips from a Poetry Editor)		popup_title	2492.0	42.0	1.6853932584269662
"[""B"",""2020-06-05"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	52164.0	875.0	1.6774020397208804
How to Publish a Children's Book in 6 Simple Steps		popup_title	28077.0	469.0	1.6704063824482671
Discovery - Short Story 1		popup_name	4627.0	77.0	1.6641452344931922
Seeking short stories are you?		popup_header	4627.0	77.0	1.6641452344931922
Size matters not: sign up to get the best new short story collections first!		popup_description	4627.0	77.0	1.6641452344931922
https://images-cdn.bookly.com/discovery/modal/13/modal_image/d69741b4b34bda6e85907412ba97a2f0f94a3aee.jpg		popup_image_url	4627.0	77.0	1.6641452344931922
The Ultimate List of 100+ Creative Writing Exercises for Fiction Writers		popup_title	4662.0	77.0	1.6516516516516515
https://blog.bookly.com/dan-harmon-story-circle/		blog_post_url	21098.0	343.0	1.6257465162574651
700+ Creative Writing Prompts To Inspire You Right Now		popup_title	68978.0	1120.0	1.6237061091942357
The Dan Harmon Story Circle: 8 Steps to a Powerful Structure		popup_title	21126.0	343.0	1.6235917826375081
"[""A"",""2020-02-29"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	13811.0	224.0	1.6218955904713634
Marketplace Ghostwriter 3 (Team illustration)		popup_name	1295.0	21.0	1.6216216216216217
"
Meet the professional ghostwriters who can turn your book into a reality."		popup_description	1295.0	21.0	1.6216216216216217
Marketplace Editing Foxtrot		popup_name	3465.0	56.0	1.6161616161616161
"
The best ones are on bookly."		popup_description	3465.0	56.0	1.6161616161616161
"[""B"",""2020-03-24"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	1302.0	21.0	1.6129032258064515
https://blog.bookly.com/how-long-does-it-take-to-write-a-book/		blog_post_url	3479.0	56.0	1.6096579476861168
https://blog.bookly.com/picture-book-query-letter/		blog_post_url	2177.0	35.0	1.607717041800643
How to Write a Picture Book Query Letter in 6 Simple Steps		popup_title	2177.0	35.0	1.607717041800643
Writing Prompts #3		popup_name	21847.0	350.0	1.6020506247997435
https://blog.bookly.com/how-to-start-a-story/		blog_post_url	10052.0	161.0	1.6016713091922006
How Long Does It Take To Write a Book? Find Out Here		popup_title	3500.0	56.0	1.6
"
Looking for a professional book editor?"		popup_header	3521.0	56.0	1.5904572564612325
Discovery - Books To Read Before You Die Checklist #6		popup_name	9254.0	147.0	1.588502269288956
"[""B"",""2020-04-28"",""discovery""]"		popup_version|start_date|popup_category	9254.0	147.0	1.588502269288956
Finally complete your literary bucket list. Sign up now to get bookly's #1 reading resource.		popup_description	9254.0	147.0	1.588502269288956
https://images-cdn.bookly.com/discovery/modal/85/modal_image/8a608cb76d7427c6deca2f1b77a691d34527f0b6.jpg		popup_image_url	9254.0	147.0	1.588502269288956
"[""A"",""2020-05-01"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	55090.0	875.0	1.588310038119441
BookTube Channel Guide • A Curated List of 100+ BookTubers		popup_title	1323.0	21.0	1.5873015873015872
bookly | Illustrator | 2020-04		popup_name	15022.0	238.0	1.5843429636533086
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/04/Illustrator-1-300x169.jpg		popup_image_url	15022.0	238.0	1.5843429636533086
"[""B"",""2020-03-02"",""Understanding Publishing""]"		popup_version|start_date|popup_category	1330.0	21.0	1.5789473684210527
https://blog.bookly.com/writing-apps/		blog_post_url	10255.0	161.0	1.5699658703071673
Sci-fi Book Title Generator • The Ultimate Bank of 10,000 Titles		popup_title	17395.0	273.0	1.5694164989939636
https://blog.bookly.com/character-descriptions/		blog_post_url	6699.0	105.0	1.5673981191222568
https://blog.bookly.com/book-cover-dimensions/		blog_post_url	5810.0	91.0	1.566265060240964
How to Start a Story: Must-Have Tips From 11 Professional Editors		popup_title	10283.0	161.0	1.5656909462219197
https://blog.bookly.com/book-title-generator/science-fiction/		blog_post_url	17437.0	273.0	1.5656362906463268
How to Choose the Right Book Cover Dimensions in 3 Simple Steps		popup_title	5831.0	91.0	1.56062424969988
Character Generator Template 1		popup_name	14021.0	217.0	1.547678482276585
Download your copy and start building memorable characters today.		popup_description	14021.0	217.0	1.547678482276585
https://blog-cdn.bookly.com/directories/admin/modal/3/medium_8f924f0c9cc8c4d07e22b1aa07cec20f.jpg		popup_image_url	14021.0	217.0	1.547678482276585
Character Descriptions: How To Write Them (in 3 Steps)		popup_title	6790.0	105.0	1.5463917525773196
"[""B"",""2020-05-07"",""Perfecting your Craft, Understanding Publishing""]"		popup_version|start_date|popup_category	1358.0	21.0	1.5463917525773196
https://blog.bookly.com/romance-subgenres/		blog_post_url	2723.0	42.0	1.5424164524421593
What are the Romance Subgenres? (And How to Pick One)		popup_title	2723.0	42.0	1.5424164524421593
"
Free Course: Writing Short Stories"		popup_header	5908.0	91.0	1.5402843601895735
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/Short-story-300x157.jpg		popup_image_url	5908.0	91.0	1.5402843601895735
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/Book-design-101-1-300x157.jpg		popup_image_url	49084.0	756.0	1.540216771249287
https://blog.bookly.com/character-name-generator/mythology/celtic-mythology/		blog_post_url	1365.0	21.0	1.5384615384615385
